tu	gene
TU2PN3-13869	SGL_RS09340
TU2PN3-15518	SGL_RS15155
TU2PN3-15040	SGL_RS17515
TU2PN3-13499	SGL_RS06730
TU2PN3-13680	SGL_RS08045
TU2PN3-14711	SGL_RS15205
TU2PN3-15505	SGL_RS14620
TU2PN3-12785	SGL_RS01875
TU2PN3-14573	SGL_RS14240
TU2PN3-14398	SGL_RS13055
TU2PN3-14398	SGL_RS13050
TU2PN3-13417	SGL_RS06220
TU2PN3-14304	SGL_RS12455
TU2PN3-13355	SGL_RS05760
TU2PN3-13404	SGL_RS06145
TU2PN3-13758	SGL_RS08600
TU2PN3-13898	SGL_RS09565
TU2PN3-13898	SGL_RS09560
TU2PN3-13898	SGL_RS09555
TU2PN3-13898	SGL_RS09550
TU2PN3-13898	SGL_RS09545
TU2PN3-13898	SGL_RS09540
TU2PN3-12836	SGL_RS02245
TU2PN3-15388	SGL_RS11200
TU2PN3-13277	SGL_RS05225
TU2PN3-13638	SGL_RS07730
TU2PN3-14684	SGL_RS19995
TU2PN3-12569	SGL_RS00025
TU2PN3-12641	SGL_RS00480
TU2PN3-12670	SGL_RS00520
TU2PN3-12718	SGL_RS00740
TU2PN3-15191	SGL_RS02760
TU2PN3-12952	SGL_RS03070
TU2PN3-12964	SGL_RS03140
TU2PN3-13001	SGL_RS03370
TU2PN3-15207	SGL_RS03500
TU2PN3-13036	SGL_RS03615
TU2PN3-13036	SGL_RS03610
TU2PN3-13088	SGL_RS03980
TU2PN3-15217	SGL_RS04045
TU2PN3-13217	SGL_RS04835
TU2PN3-13227	SGL_RS04905
TU2PN3-13284	SGL_RS05265
TU2PN3-13418	SGL_RS06225
TU2PN3-13462	SGL_RS06495
TU2PN3-13527	SGL_RS06935
TU2PN3-13536	SGL_RS06995
TU2PN3-13572	SGL_RS07210
TU2PN3-13615	SGL_RS07555
TU2PN3-15297	SGL_RS07745
TU2PN3-13686	SGL_RS08100
TU2PN3-13699	SGL_RS08185
TU2PN3-13735	SGL_RS08460
TU2PN3-13783	SGL_RS08765
TU2PN3-13783	SGL_RS08760
TU2PN3-15327	SGL_RS08825
TU2PN3-13836	SGL_RS09115
TU2PN3-13885	SGL_RS09435
TU2PN3-15347	SGL_RS09770
TU2PN3-13944	SGL_RS09910
TU2PN3-13957	SGL_RS10010
TU2PN3-14022	SGL_RS10470
TU2PN3-14034	SGL_RS10535
TU2PN3-14039	SGL_RS10560
TU2PN3-14074	SGL_RS10845
TU2PN3-14074	SGL_RS10840
TU2PN3-14184	SGL_RS11575
TU2PN3-14203	SGL_RS11745
TU2PN3-15988	SGL_RS11745
TU2PN3-15409	SGL_RS11770
TU2PN3-15416	SGL_RS12035
TU2PN3-15425	SGL_RS12275
TU2PN3-15428	SGL_RS12370
TU2PN3-14315	SGL_RS12520
TU2PN3-14404	SGL_RS13085
TU2PN3-14435	SGL_RS13300
TU2PN3-14436	SGL_RS13305
TU2PN3-14437	SGL_RS13310
TU2PN3-14463	SGL_RS13470
TU2PN3-14471	SGL_RS13515
TU2PN3-14488	SGL_RS19020
TU2PN3-14488	SGL_RS13645
TU2PN3-15477	SGL_RS13755
TU2PN3-14505	SGL_RS13760
TU2PN3-15482	SGL_RS13915
TU2PN3-14569	SGL_RS14215
TU2PN3-14589	SGL_RS14355
TU2PN3-14671	SGL_RS14925
TU2PN3-14752	SGL_RS15475
TU2PN3-16089	SGL_RS15755
TU2PN3-14797	SGL_RS15755
TU2PN3-15535	SGL_RS15850
TU2PN3-15957	SGL_RS16780
TU2PN3-14972	SGL_RS17030
TU2PN3-14972	SGL_RS17025
TU2PN3-14972	SGL_RS17020
TU2PN3-14981	SGL_RS17105
TU2PN3-15002	SGL_RS17250
TU2PN3-15003	SGL_RS17255
TU2PN3-15004	SGL_RS17260
TU2PN3-15569	SGL_RS17285
TU2PN3-15025	SGL_RS17410
TU2PN3-15586	SGL_RS17855
TU2PN3-12721	SGL_RS18535
TU2PN3-13116	SGL_RS18685
TU2PN3-13195	SGL_RS18705
TU2PN3-13779	SGL_RS18815
TU2PN3-13867	SGL_RS18840
TU2PN3-13882	SGL_RS18845
TU2PN3-14133	SGL_RS18925
TU2PN3-14237	SGL_RS18940
TU2PN3-15444	SGL_RS18985
TU2PN3-15590	SGL_RS19140
TU2PN3-15422	SGL_RS19235
TU2PN3-14288	SGL_RS19240
TU2PN3-14508	SGL_RS19255
TU2PN3-15022	SGL_RS19285
TU2PN3-12612	SGL_RS19300
TU2PN3-12644	SGL_RS19305
TU2PN3-12699	SGL_RS19310
TU2PN3-12502	SGL_RS19315
TU2PN3-12540	SGL_RS19325
TU2PN3-14828	SGL_RS19350
TU2PN3-12616	SGL_RS19365
TU2PN3-12626	SGL_RS19370
TU2PN3-12769	SGL_RS19375
TU2PN3-12770	SGL_RS19380
TU2PN3-12734	SGL_RS19385
TU2PN3-12757	SGL_RS19390
TU2PN3-12705	SGL_RS19395
TU2PN3-15161	SGL_RS19400
TU2PN3-15194	SGL_RS19405
TU2PN3-15198	SGL_RS19410
TU2PN3-13022	SGL_RS19420
TU2PN3-13101	SGL_RS04080
TU2PN3-13101	SGL_RS19425
TU2PN3-13228	SGL_RS19435
TU2PN3-15274	SGL_RS19440
TU2PN3-15284	SGL_RS19445
TU2PN3-15298	SGL_RS19450
TU2PN3-15314	SGL_RS19455
TU2PN3-15353	SGL_RS19460
TU2PN3-15448	SGL_RS19465
TU2PN3-15491	SGL_RS19470
TU2PN3-15495	SGL_RS19475
TU2PN3-14631	SGL_RS19480
TU2PN3-14774	SGL_RS19485
TU2PN3-14835	SGL_RS19490
TU2PN3-15555	SGL_RS19495
TU2PN3-15077	SGL_RS19500
TU2PN3-15127	SGL_RS19505
TU2PN3-14405	SGL_RS19620
TU2PN3-14462	SGL_RS19630
TU2PN3-12603	SGL_RS19680
TU2PN3-12517	SGL_RS19735
TU2PN3-12904	SGL_RS19750
TU2PN3-13032	SGL_RS03580
TU2PN3-13032	SGL_RS19770
TU2PN3-13569	SGL_RS19820
TU2PN3-13713	SGL_RS19850
TU2PN3-13713	SGL_RS19845
TU2PN3-13839	SGL_RS19860
TU2PN3-15344	SGL_RS19870
TU2PN3-13941	SGL_RS19875
TU2PN3-14095	SGL_RS19905
TU2PN3-14345	SGL_RS19940
TU2PN3-14686	SGL_RS20005
TU2PN3-15579	SGL_RS20025
TU2PN3-12555	SGL_RS20090
TU2PN3-16001	SGL_RS20110
TU2PN3-12985	SGL_RS20110
TU2PN3-13424	SGL_RS20120
TU2PN3-13520	SGL_RS06900
TU2PN3-13520	SGL_RS20125
TU2PN3-13538	SGL_RS20130
TU2PN3-13659	SGL_RS20140
TU2PN3-13659	SGL_RS07895
TU2PN3-13921	SGL_RS20145
TU2PN3-14225	SGL_RS20150
TU2PN3-14225	SGL_RS11890
TU2PN3-15420	SGL_RS20155
TU2PN3-14617	SGL_RS20165
TU2PN3-14935	SGL_RS20185
TU2PN3-14942	SGL_RS20190
TU2PN3-14954	SGL_RS20195
TU2PN3-15585	SGL_RS20200
TU2PN3-13193	SGL_RS20215
TU2PN3-13193	SGL_RS20210
TU2PN3-13835	SGL_RS09110
TU2PN3-15001	SGL_RS17245
TU2PN3-15438	SGL_RS12540
TU2PN3-15504	SGL_RS14610
TU2PN3-13640	SGL_RS07740
TU2PN3-13670	SGL_RS07975
TU2PN3-15029	SGL_RS17440
TU2PN3-13460	SGL_RS06480
TU2PN3-13696	SGL_RS08165
TU2PN3-13696	SGL_RS08160
TU2PN3-13343	SGL_RS05680
TU2PN3-13002	SGL_RS03380
TU2PN3-14511	SGL_RS13795
TU2PN3-16126	SLL0007-AS
TU2PN3-14465	SGL_RS13485
TU2PN3-14465	SGL_RS13480
TU2PN3-15464	SGL_RS13440
TU2PN3-14446	SGL_RS13370
TU2PN3-14445	SGL_RS13360
TU2PN3-14445	SGL_RS13355
TU2PN3-14444	SGL_RS13350
TU2PN3-14444	SGL_RS20160
TU2PN3-14908	SGL_RS16545
TU2PN3-14906	SGL_RS16535
TU2PN3-14895	SGL_RS16445
TU2PN3-14533	SGL_RS13935
TU2PN3-14529	SGL_RS13905
TU2PN3-14528	SGL_RS13900
TU2PN3-14526	SGL_RS13890
TU2PN3-14520	SGL_RS13855
TU2PN3-14519	SGL_RS13850
TU2PN3-14518	SGL_RS13845
TU2PN3-14518	SGL_RS13840
TU2PN3-14516	SGL_RS13825
TU2PN3-14515	SGL_RS13820
TU2PN3-16132	SLL0080-AS
TU2PN3-15525	SGL_RS15300
TU2PN3-16031	SLL0082-AS
TU2PN3-14720	SGL_RS15280
TU2PN3-14720	SGL_RS15275
TU2PN3-14719	SGL_RS15270
TU2PN3-16012	SLL0088-AS
TU2PN3-14808	SGL_RS20015
TU2PN3-14799	SGL_RS15770
TU2PN3-14794	SGL_RS15740
TU2PN3-14793	SGL_RS15735
TU2PN3-14790	SGL_RS15715
TU2PN3-14275	SGL_RS12240
TU2PN3-14269	SGL_RS12205
TU2PN3-14268	SGL_RS12200
TU2PN3-16203	SLL0142-AS
TU2PN3-16042	SLL0145-AS
TU2PN3-14262	SGL_RS12155
TU2PN3-14261	SGL_RS12150
TU2PN3-15445	SGL_RS12845
TU2PN3-14363	SGL_RS12830
TU2PN3-14362	SGL_RS12825
TU2PN3-14360	SGL_RS12815
TU2PN3-15441	SGL_RS18980
TU2PN3-14357	SGL_RS12785
TU2PN3-14356	SGL_RS12775
TU2PN3-14354	SGL_RS12765
TU2PN3-14353	SGL_RS12760
TU2PN3-14349	SGL_RS12740
TU2PN3-14348	SGL_RS12735
TU2PN3-14347	SGL_RS12730
TU2PN3-14346	SGL_RS12725
TU2PN3-14640	SGL_RS14735
TU2PN3-14640	SGL_RS14730
TU2PN3-14629	SGL_RS14655
TU2PN3-14629	SGL_RS14650
TU2PN3-14629	SGL_RS14645
TU2PN3-14628	SGL_RS14640
TU2PN3-14627	SGL_RS14635
TU2PN3-14625	SGL_RS14630
TU2PN3-15502	SGL_RS14600
TU2PN3-16130	SLL0188-AS
TU2PN3-14616	SGL_RS14560
TU2PN3-14616	SGL_RS14555
TU2PN3-14492	SGL_RS13675
TU2PN3-15475	SGL_RS13660
TU2PN3-15473	SGL_RS13620
TU2PN3-14483	SGL_RS19975
TU2PN3-14482	SGL_RS19015
TU2PN3-16127	SLL0209-AS
TU2PN3-15188	SGL_RS02660
TU2PN3-16097	SLL0217-AS
TU2PN3-12888	SGL_RS02615
TU2PN3-15977	SLL0223-AS
TU2PN3-12882	SGL_RS02570
TU2PN3-12881	SGL_RS02565
TU2PN3-15182	SGL_RS02530
TU2PN3-13824	SGL_RS09055
TU2PN3-13822	SGL_RS09045
TU2PN3-13822	SGL_RS09040
TU2PN3-13822	SGL_RS09035
TU2PN3-13822	SGL_RS09030
TU2PN3-13821	SGL_RS09025
TU2PN3-13820	SGL_RS09020
TU2PN3-13800	SGL_RS08915
TU2PN3-13798	SGL_RS08900
TU2PN3-15412	SGL_RS11910
TU2PN3-14223	SGL_RS11880
TU2PN3-14222	SGL_RS11875
TU2PN3-14221	SGL_RS11870
TU2PN3-14221	SGL_RS11865
TU2PN3-14220	SGL_RS11860
TU2PN3-14219	SGL_RS11855
TU2PN3-14215	SGL_RS11820
TU2PN3-14827	SGL_RS15955
TU2PN3-14826	SGL_RS15950
TU2PN3-14826	SGL_RS15945
TU2PN3-16226	SLL0282-AS
TU2PN3-14825	SGL_RS15930
TU2PN3-14824	SGL_RS15925
TU2PN3-14338	SGL_RS12665
TU2PN3-14337	SGL_RS12660
TU2PN3-15439	SGL_RS12645
TU2PN3-16206	SLL0295-AS
TU2PN3-16205	SLL0295-AS2
TU2PN3-14328	SGL_RS12610
TU2PN3-14327	SGL_RS12605
TU2PN3-14326	SGL_RS12600
TU2PN3-14320	SGL_RS12570
TU2PN3-14443	SGL_RS13345
TU2PN3-14442	SGL_RS13340
TU2PN3-15462	SGL_RS13325
TU2PN3-15460	SGL_RS13285
TU2PN3-15458	SGL_RS18995
TU2PN3-15456	SGL_RS13270
TU2PN3-15455	SGL_RS13255
TU2PN3-14430	SGL_RS13245
TU2PN3-14429	SGL_RS13240
TU2PN3-14428	SGL_RS13230
TU2PN3-15452	SGL_RS13195
TU2PN3-14388	SGL_RS12995
TU2PN3-14388	SGL_RS12990
TU2PN3-15446	SGL_RS12965
TU2PN3-14379	SGL_RS12915
TU2PN3-16210	SLL0336-AS
TU2PN3-14370	SGL_RS12875
TU2PN3-15423	SGL_RS12070
TU2PN3-15995	SLL0354-AS
TU2PN3-14249	SGL_RS12065
TU2PN3-14243	SGL_RS12005
TU2PN3-14242	SGL_RS12000
TU2PN3-14241	SGL_RS11995
TU2PN3-15415	SGL_RS11975
TU2PN3-14611	SGL_RS14525
TU2PN3-14609	SGL_RS14510
TU2PN3-14606	SGL_RS14490
TU2PN3-14595	SGL_RS14395
TU2PN3-14594	SGL_RS14390
TU2PN3-14509	SGL_RS13785
TU2PN3-15479	SGL_RS13775
TU2PN3-14504	SGL_RS13750
TU2PN3-14504	SGL_RS13745
TU2PN3-14500	SGL_RS13725
TU2PN3-15996	SLL0409-AS
TU2PN3-14498	SGL_RS13715
TU2PN3-14497	SGL_RS13710
TU2PN3-14496	SGL_RS13705
TU2PN3-14496	SGL_RS20085
TU2PN3-14496	SGL_RS20080
TU2PN3-14495	SGL_RS13690
TU2PN3-14494	SGL_RS13685
TU2PN3-14210	SGL_RS11795
TU2PN3-14206	SGL_RS11765
TU2PN3-14205	SGL_RS11760
TU2PN3-14204	SGL_RS11750
TU2PN3-15405	SGL_RS11700
TU2PN3-15593	SGL_RS19145
TU2PN3-15113	SGL_RS18030
TU2PN3-15109	SGL_RS18010
TU2PN3-15109	SGL_RS18005
TU2PN3-15108	SGL_RS17995
TU2PN3-15107	SGL_RS17990
TU2PN3-15107	SGL_RS17985
TU2PN3-15106	SGL_RS17980
TU2PN3-16238	SLL0446-AS
TU2PN3-15105	SGL_RS17975
TU2PN3-15104	SGL_RS17970
TU2PN3-15103	SGL_RS17965
TU2PN3-15102	SGL_RS17955
TU2PN3-15101	SGL_RS17950
TU2PN3-14555	SGL_RS14115
TU2PN3-14763	SGL_RS15550
TU2PN3-14762	SGL_RS15545
TU2PN3-14746	SGL_RS15450
TU2PN3-14745	SGL_RS15445
TU2PN3-14740	SGL_RS15420
TU2PN3-14739	SGL_RS15415
TU2PN3-14736	SGL_RS15400
TU2PN3-14735	SGL_RS15390
TU2PN3-14735	SGL_RS20170
TU2PN3-14944	SGL_RS16790
TU2PN3-14940	SGL_RS16770
TU2PN3-14939	SGL_RS16760
TU2PN3-14939	SGL_RS16755
TU2PN3-15550	SGL_RS16745
TU2PN3-14929	SGL_RS16685
TU2PN3-14928	SGL_RS16680
TU2PN3-15548	SGL_RS16655
TU2PN3-14921	SGL_RS16630
TU2PN3-14916	SGL_RS16600
TU2PN3-14916	SGL_RS20175
TU2PN3-14966	SGL_RS16975
TU2PN3-14964	SGL_RS16955
TU2PN3-14693	SGL_RS15065
TU2PN3-16220	SLL0541-AS3
TU2PN3-14682	SGL_RS15000
TU2PN3-14679	SGL_RS14980
TU2PN3-14678	SGL_RS14975
TU2PN3-14677	SGL_RS14970
TU2PN3-14676	SGL_RS14960
TU2PN3-14674	SGL_RS19990
TU2PN3-16219	SLL0552-AS
TU2PN3-14673	SGL_RS14940
TU2PN3-15600	SGL_RS18340
TU2PN3-15156	SGL_RS18310
TU2PN3-15155	SGL_RS18305
TU2PN3-15150	SGL_RS18260
TU2PN3-15148	SGL_RS18245
TU2PN3-15148	SGL_RS18240
TU2PN3-15147	SGL_RS18235
TU2PN3-15143	SGL_RS18215
TU2PN3-14781	SGL_RS15660
TU2PN3-16225	SLL0584-AS
TU2PN3-14780	SGL_RS15655
TU2PN3-14779	SGL_RS15645
TU2PN3-16020	SLL0587-AS
TU2PN3-14777	SGL_RS15635
TU2PN3-15531	SGL_RS15615
TU2PN3-14769	SGL_RS15585
TU2PN3-14768	SGL_RS15580
TU2PN3-14767	SGL_RS15575
TU2PN3-14766	SGL_RS15570
TU2PN3-14590	SGL_RS14360
TU2PN3-15496	SGL_RS14325
TU2PN3-14584	SGL_RS14310
TU2PN3-14584	SGL_RS14305
TU2PN3-15493	SGL_RS14275
TU2PN3-16086	SLL0616-AS
TU2PN3-16136	SLL0621-AS2
TU2PN3-15014	SGL_RS17335
TU2PN3-15013	SGL_RS17325
TU2PN3-15013	SGL_RS17320
TU2PN3-15013	SGL_RS17315
TU2PN3-14999	SGL_RS17235
TU2PN3-13085	SGL_RS03960
TU2PN3-13084	SGL_RS03955
TU2PN3-13081	SGL_RS03935
TU2PN3-13081	SGL_RS03930
TU2PN3-13080	SGL_RS03910
TU2PN3-13079	SGL_RS03905
TU2PN3-13076	SGL_RS19780
TU2PN3-13075	SGL_RS18680
TU2PN3-14880	SGL_RS16320
TU2PN3-14879	SGL_RS19115
TU2PN3-14878	SGL_RS16305
TU2PN3-14875	SGL_RS16280
TU2PN3-14873	SGL_RS16270
TU2PN3-14867	SGL_RS16245
TU2PN3-14865	SGL_RS16240
TU2PN3-14864	SGL_RS16235
TU2PN3-14563	SGL_RS14175
TU2PN3-14559	SGL_RS14140
TU2PN3-15179	SGL_RS02455
TU2PN3-12863	SGL_RS19745
TU2PN3-12862	SGL_RS18645
TU2PN3-12860	SGL_RS02395
TU2PN3-12859	SGL_RS02390
TU2PN3-15174	SGL_RS02380
TU2PN3-12851	SGL_RS02325
TU2PN3-12850	SGL_RS02320
TU2PN3-15074	SGL_RS17780
TU2PN3-15073	SGL_RS17775
TU2PN3-15072	SGL_RS17765
TU2PN3-16236	SLL0723-AS
TU2PN3-15067	SGL_RS17735
TU2PN3-15583	SGL_RS17680
TU2PN3-15582	SGL_RS17665
TU2PN3-15057	SGL_RS17645
TU2PN3-15057	SGL_RS17640
TU2PN3-14892	SGL_RS16415
TU2PN3-14892	SGL_RS16410
TU2PN3-14892	SGL_RS16405
TU2PN3-14421	SGL_RS13175
TU2PN3-16057	SLL0750-AS
TU2PN3-16011	SLL0754-AS
TU2PN3-14413	SGL_RS13135
TU2PN3-14410	SGL_RS13110
TU2PN3-14409	SGL_RS13105
TU2PN3-16212	SLL0760-AS
TU2PN3-14408	SGL_RS13100
TU2PN3-14407	SGL_RS19955
TU2PN3-16085	SLL0764-AS
TU2PN3-14403	SGL_RS13080
TU2PN3-16084	SLL0765-AS3
TU2PN3-16056	SLL0767-AS
TU2PN3-14396	SGL_RS13040
TU2PN3-14856	SGL_RS16195
TU2PN3-14854	SGL_RS16180
TU2PN3-14852	SGL_RS16170
TU2PN3-14851	SGL_RS16165
TU2PN3-14849	SGL_RS16155
TU2PN3-14849	SGL_RS16150
TU2PN3-14849	SGL_RS16145
TU2PN3-14849	SGL_RS16140
TU2PN3-14849	SGL_RS16135
TU2PN3-14849	SGL_RS16130
TU2PN3-16227	SLL0798-AS
TU2PN3-15998	SLL0798-AS4
TU2PN3-14839	SGL_RS19080
TU2PN3-13951	SGL_RS09975
TU2PN3-13951	SGL_RS09970
TU2PN3-13951	SGL_RS09965
TU2PN3-15350	SGL_RS09940
TU2PN3-13943	SGL_RS09905
TU2PN3-13942	SGL_RS19215
TU2PN3-15349	SGL_RS09880
TU2PN3-13933	SGL_RS09855
TU2PN3-15519	SGL_RS15180
TU2PN3-14706	SGL_RS15165
TU2PN3-14706	SGL_RS15160
TU2PN3-15517	SGL_RS15150
TU2PN3-16221	SLL0829-AS
TU2PN3-16088	SLL0830-AS
TU2PN3-13712	SGL_RS08275
TU2PN3-13710	SGL_RS08265
TU2PN3-13707	SGL_RS08250
TU2PN3-13707	SGL_RS08245
TU2PN3-15313	SGL_RS08225
TU2PN3-13703	SGL_RS08215
TU2PN3-16005	SLL0854-AS
TU2PN3-13695	SGL_RS08155
TU2PN3-13586	SGL_RS07310
TU2PN3-13584	SGL_RS07300
TU2PN3-13583	SGL_RS07295
TU2PN3-13582	SGL_RS07290
TU2PN3-13577	SGL_RS07240
TU2PN3-13571	SGL_RS07205
TU2PN3-15273	SGL_RS19815
TU2PN3-13567	SGL_RS07180
TU2PN3-13559	SGL_RS07130
TU2PN3-14643	SGL_RS14755
TU2PN3-14641	SGL_RS14740
TU2PN3-16231	SLL0899-AS2
TU2PN3-14162	SGL_RS11410
TU2PN3-14162	SGL_RS11405
TU2PN3-14162	SGL_RS11400
TU2PN3-14160	SGL_RS11385
TU2PN3-14159	SGL_RS11380
TU2PN3-15394	SGL_RS11350
TU2PN3-16196	SLL0920-AS2
TU2PN3-14144	SGL_RS11285
TU2PN3-15206	SGL_RS03495
TU2PN3-13015	SGL_RS03460
TU2PN3-13014	SGL_RS03455
TU2PN3-13013	SGL_RS03450
TU2PN3-15602	SGL_RS03410
TU2PN3-13007	SGL_RS03405
TU2PN3-15205	SGL_RS03375
TU2PN3-16082	SLL0944-AS
TU2PN3-16161	SLL0980-AS
TU2PN3-13240	SGL_RS04985
TU2PN3-13240	SGL_RS04980
TU2PN3-13238	SGL_RS04960
TU2PN3-13237	SGL_RS04955
TU2PN3-13236	SGL_RS04950
TU2PN3-16158	SLL0993-AS
TU2PN3-13222	SGL_RS04860
TU2PN3-13218	SGL_RS04840
TU2PN3-13134	SGL_RS04285
TU2PN3-16104	SLL1006-AS
TU2PN3-15220	SGL_RS04265
TU2PN3-15219	SGL_RS04235
TU2PN3-13058	SGL_RS03785
TU2PN3-13057	SGL_RS03780
TU2PN3-13055	SGL_RS03765
TU2PN3-15980	SLL1027-AS
TU2PN3-12915	SGL_RS02840
TU2PN3-16063	SLL1037-AS
TU2PN3-12914	SGL_RS02835
TU2PN3-12914	SGL_RS02830
TU2PN3-15193	SGL_RS02770
TU2PN3-12903	SGL_RS02750
TU2PN3-12840	SGL_RS02265
TU2PN3-12838	SGL_RS02255
TU2PN3-12834	SGL_RS02235
TU2PN3-12833	SGL_RS02230
TU2PN3-12824	SGL_RS02175
TU2PN3-12824	SGL_RS02170
TU2PN3-12824	SGL_RS02165
TU2PN3-15166	SGL_RS02145
TU2PN3-13342	SGL_RS05675
TU2PN3-13338	SGL_RS05655
TU2PN3-13337	SGL_RS05650
TU2PN3-13331	SGL_RS05605
TU2PN3-13326	SGL_RS05575
TU2PN3-13325	SGL_RS05570
TU2PN3-13325	SGL_RS05565
TU2PN3-15243	SGL_RS05535
TU2PN3-14110	SGL_RS11065
TU2PN3-14109	SGL_RS11060
TU2PN3-14108	SGL_RS11055
TU2PN3-14094	SGL_RS19900
TU2PN3-14090	SGL_RS10945
TU2PN3-16120	SLL1104-AS
TU2PN3-15137	SGL_RS18185
TU2PN3-15136	SGL_RS18180
TU2PN3-15125	SGL_RS18115
TU2PN3-15250	SGL_RS05990
TU2PN3-13378	SGL_RS05965
TU2PN3-13376	SGL_RS05955
TU2PN3-16107	SLL1121-AS2
TU2PN3-16068	SLL1121-AS3
TU2PN3-13508	SGL_RS06785
TU2PN3-16038	SLL1130-AS
TU2PN3-13506	SGL_RS06765
TU2PN3-13505	SGL_RS06760
TU2PN3-15262	SGL_RS06715
TU2PN3-15261	SGL_RS06685
TU2PN3-13488	SGL_RS06665
TU2PN3-15321	SGL_RS08450
TU2PN3-15320	SGL_RS08430
TU2PN3-13730	SGL_RS08420
TU2PN3-13730	SGL_RS08415
TU2PN3-13726	SGL_RS08385
TU2PN3-13725	SGL_RS08380
TU2PN3-13724	SGL_RS18790
TU2PN3-13721	SGL_RS08355
TU2PN3-13720	SGL_RS08350
TU2PN3-13719	SGL_RS08345
TU2PN3-13718	SGL_RS08340
TU2PN3-15979	SLL1161-AS
TU2PN3-13717	SGL_RS08335
TU2PN3-13717	SGL_RS08330
TU2PN3-13717	SGL_RS08325
TU2PN3-14066	SGL_RS10785
TU2PN3-14062	SGL_RS10755
TU2PN3-14061	SGL_RS10750
TU2PN3-14057	SGL_RS10710
TU2PN3-14057	SGL_RS10705
TU2PN3-15377	SGL_RS10645
TU2PN3-16193	SLL1178-AS
TU2PN3-14051	SGL_RS10630
TU2PN3-14050	SGL_RS10625
TU2PN3-12994	SGL_RS03330
TU2PN3-15204	SGL_RS03315
TU2PN3-12984	SGL_RS03270
TU2PN3-16015	SLL1193-AS2
TU2PN3-15202	SGL_RS03230
TU2PN3-15200	SGL_RS03220
TU2PN3-12797	SGL_RS01970
TU2PN3-12797	SGL_RS01965
TU2PN3-12797	SGL_RS01960
TU2PN3-12796	SGL_RS01955
TU2PN3-16096	SLL1205-AS
TU2PN3-16139	SLL1214-AS
TU2PN3-13923	SGL_RS09785
TU2PN3-13922	SGL_RS09780
TU2PN3-15608	G2PN3-406
TU2PN3-16050	SLL1228-AS
TU2PN3-13915	SGL_RS09690
TU2PN3-13915	SGL_RS09685
TU2PN3-13914	SGL_RS09680
TU2PN3-13909	SGL_RS09630
TU2PN3-13909	SGL_RS09625
TU2PN3-13909	SGL_RS09620
TU2PN3-15356	SGL_RS10135
TU2PN3-13968	SGL_RS10090
TU2PN3-13967	SGL_RS10080
TU2PN3-13966	SGL_RS10075
TU2PN3-13963	SGL_RS10060
TU2PN3-13962	SGL_RS10055
TU2PN3-13960	SGL_RS19880
TU2PN3-13959	SGL_RS18875
TU2PN3-16191	SLL1258-AS
TU2PN3-13953	SGL_RS09985
TU2PN3-16190	SLL1263-AS
TU2PN3-13558	SGL_RS07125
TU2PN3-15993	SLL1265-AS
TU2PN3-13557	SGL_RS07120
TU2PN3-13556	SGL_RS07115
TU2PN3-13550	SGL_RS07085
TU2PN3-13548	SGL_RS07075
TU2PN3-16072	SLL1272-AS
TU2PN3-13547	SGL_RS07070
TU2PN3-15270	SGL_RS07045
TU2PN3-13542	SGL_RS07030
TU2PN3-16171	SLL1276-AS
TU2PN3-13537	SGL_RS18755
TU2PN3-15237	SGL_RS05150
TU2PN3-13261	SGL_RS05105
TU2PN3-15966	SLL1289-AS
TU2PN3-13260	SGL_RS05100
TU2PN3-13258	SGL_RS05090
TU2PN3-13257	SGL_RS05085
TU2PN3-13256	SGL_RS05080
TU2PN3-13253	SGL_RS05065
TU2PN3-13595	SGL_RS07375
TU2PN3-15280	SGL_RS07350
TU2PN3-13591	SGL_RS07340
TU2PN3-13590	SGL_RS07335
TU2PN3-12901	SGL_RS02740
TU2PN3-12900	SGL_RS02735
TU2PN3-14984	SGL_RS17125
TU2PN3-14982	SGL_RS17110
TU2PN3-15561	SGL_RS17095
TU2PN3-14979	SGL_RS17080
TU2PN3-14978	SGL_RS17070
TU2PN3-14973	SGL_RS17035
TU2PN3-13532	SGL_RS06975
TU2PN3-13532	SGL_RS06970
TU2PN3-16112	SGL_RS06970
TU2PN3-16170	SLL1354-AS
TU2PN3-13521	SGL_RS06905
TU2PN3-13518	SGL_RS06890
TU2PN3-13517	SGL_RS06885
TU2PN3-15568	SGL_RS17190
TU2PN3-15566	SGL_RS17180
TU2PN3-15565	SGL_RS17135
TU2PN3-14048	SGL_RS10615
TU2PN3-14047	SGL_RS10610
TU2PN3-16119	SLL1370-AS
TU2PN3-14045	SGL_RS10600
TU2PN3-14044	SGL_RS10595
TU2PN3-14040	SGL_RS10565
TU2PN3-14038	SGL_RS10550
TU2PN3-14037	SGL_RS10545
TU2PN3-14032	SGL_RS10525
TU2PN3-14031	SGL_RS10520
TU2PN3-14024	SGL_RS10485
TU2PN3-14021	SGL_RS10465
TU2PN3-14020	SGL_RS10460
TU2PN3-14020	SGL_RS10455
TU2PN3-14019	SGL_RS10450
TU2PN3-12817	SGL_RS02110
TU2PN3-12814	SGL_RS02085
TU2PN3-12813	SGL_RS18635
TU2PN3-12811	SGL_RS02050
TU2PN3-16187	SLL1418-AS
TU2PN3-15606	SGL_RS09280
TU2PN3-16185	SLL1424-AS
TU2PN3-13858	SGL_RS09265
TU2PN3-13856	SGL_RS09250
TU2PN3-14076	SGL_RS19895
